Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
3279,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,17513,A,0,63,6,57377,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658101398,5,0,A,10033,Not Applicable,17593,0,[]
3280,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,34633,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658101398,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
3281,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17514,A,0,63,6,57376,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658101546,5,0,A,10033,Not Applicable,17445,0,[]
3282,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,34634,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658101546,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
3283,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17515,A,0,63,6,57375,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658101721,5,0,A,10033,Not Applicable,17270,0,[]
3284,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,17515,A,0,63,6,57375,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658101721,5,0,A,10033,Not Applicable,17270,0,[]
3285,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34635,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658101721,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3286,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17516,A,0,63,6,57374,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658101756,5,0,A,10033,Not Applicable,17235,0,[]
3287,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,421,34636,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658101756,3797762870,5,0,PA,8195,Not Applicable,6365,0,[]
3288,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17517,A,0,63,6,57373,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658102137,5,0,A,10033,Not Applicable,16854,0,[]
3289,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17517,A,0,63,6,57373,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658102137,5,0,A,10033,Not Applicable,16854,0,[]
3290,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17517,A,0,63,6,57373,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658102137,5,0,A,10033,Not Applicable,16854,0,[]
3291,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34637,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658102137,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3292,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,34638,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658102172,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
3293,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17518,A,0,63,6,57372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658102172,5,0,A,10033,Not Applicable,16819,0,[]
3294,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,547,34640,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658103650,3797762870,5,0,PA,8195,Not Applicable,6491,0,[]
3295,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17519,A,0,63,6,57371,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658103632,5,0,A,10033,Not Applicable,15359,0,[]
3296,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17520,A,0,63,6,57370,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658103650,5,0,A,10033,Not Applicable,15341,0,[]
3297,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17521,A,0,63,6,57369,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658104157,5,0,A,10033,Not Applicable,14834,0,[]
3298,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,34641,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658104157,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
3299,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17522,A,0,63,6,57368,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658104173,5,0,A,10033,Not Applicable,14818,0,[]
3300,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,34642,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658104173,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
3301,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17523,A,0,63,6,57367,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658104291,5,0,A,10033,Not Applicable,14700,0,[]
3302,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57479,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650245,171139082,5,0,PA,1023,Not Applicable,48615,0,[]
3303,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13617,PA,0,235,6,40348,[],52.44.123.101,10.10.2.10,TCP,443,57855,171139082,332650797,5,0,PA,1291,Not Applicable,8367,0,[]
3304,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3305,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3306,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3307,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3308,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3309,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57480,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,A,1022,Not Applicable,48063,0,[]
3310,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34643,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658104291,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3311,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,34644,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658104326,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
3312,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17524,A,0,63,6,57366,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658104326,5,0,A,10033,Not Applicable,14665,0,[]
3313,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,502,34646,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658105847,3797762870,5,0,PA,8195,Not Applicable,6446,0,[]
3314,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17525,A,0,63,6,57365,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658105786,5,0,A,10033,Not Applicable,13205,0,[]
3315,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17526,A,0,63,6,57364,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658105847,5,0,A,10033,Not Applicable,13144,0,[]
3316,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17527,A,0,63,6,57363,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658106309,5,0,A,10033,Not Applicable,12682,0,[]
3317,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17527,A,0,63,6,57363,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658106309,5,0,A,10033,Not Applicable,12682,0,[]
3318,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34647,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658106309,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3319,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,34648,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658106344,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
3320,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17528,A,0,63,6,57362,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658106344,5,0,A,10033,Not Applicable,12647,0,[]
3321,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17529,A,0,63,6,57361,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658107804,5,0,A,10031,Not Applicable,11189,0,[]
3322,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17530,A,0,63,6,57360,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658109264,5,0,A,10024,Not Applicable,9736,0,[]
3323,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17531,A,0,63,6,57359,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658110724,5,0,A,10016,Not Applicable,8284,0,[]
3324,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17532,A,0,63,6,57358,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658112184,5,0,A,10033,Not Applicable,6807,0,[]
3325,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17533,A,0,63,6,57357,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658113644,5,0,A,10026,Not Applicable,5354,0,[]
3326,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17534,A,0,63,6,57356,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658115104,5,0,A,10033,Not Applicable,3887,0,[]
3327,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17535,A,0,63,6,57355,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658116564,5,0,A,10033,Not Applicable,2427,0,[]
3328,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17536,A,0,63,6,57354,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658118024,5,0,A,10033,Not Applicable,967,0,[]
3329,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17537,A,0,63,6,57353,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658119484,5,0,A,10033,Not Applicable,65042,0,[]
3330,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,34659,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658121889,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
3331,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17538,A,0,63,6,57352,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658120944,5,0,A,10026,Not Applicable,63589,0,[]
3332,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17539,A,0,63,6,57351,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658121889,5,0,A,10019,Not Applicable,62651,0,[]
3333,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17540,A,0,63,6,57350,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122023,5,0,A,10033,Not Applicable,62503,0,[]
3334,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17540,A,0,63,6,57350,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122023,5,0,A,10033,Not Applicable,62503,0,[]
3335,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17540,A,0,63,6,57350,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122023,5,0,A,10033,Not Applicable,62503,0,[]
3336,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32728,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,9997,54114,3797762870,3658122023,5,0,,10033,Not Applicable,62503,0,[]
3337,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,34660,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658122023,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
3338,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17541,A,0,63,6,57349,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122039,5,0,A,10033,Not Applicable,62487,0,[]
3339,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,34661,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658122039,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
3340,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17542,A,0,63,6,57348,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122157,5,0,A,10033,Not Applicable,62369,0,[]
3341,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17542,A,0,63,6,57348,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122157,5,0,A,10033,Not Applicable,62369,0,[]
3342,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32729,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,9997,54114,3797762870,3658122157,5,0,,10033,Not Applicable,62369,0,[]
3343,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32729,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,9997,54114,3797762870,3658122157,5,0,,10033,Not Applicable,62369,0,[]
3344,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34662,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658122157,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3345,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,34663,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658122192,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
3346,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17543,A,0,63,6,57347,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658122192,5,0,A,10033,Not Applicable,62334,0,[]
3347,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,34665,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658123677,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
3348,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17544,A,0,63,6,57346,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658123652,5,0,A,10033,Not Applicable,60874,0,[]
3349,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17545,A,0,63,6,57345,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658123677,5,0,A,10033,Not Applicable,60849,0,[]
3350,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17546,A,0,63,6,57344,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658124179,5,0,A,10033,Not Applicable,60347,0,[]
3351,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57481,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332650797,171139431,5,0,PA,1022,Not Applicable,48615,0,[]
3352,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13618,PA,0,235,6,40347,[],52.44.123.101,10.10.2.10,TCP,443,57855,171139431,332651349,5,0,PA,1291,Not Applicable,1176,0,[]
3353,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57482,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332651349,171139780,5,0,A,1021,Not Applicable,48063,0,[]
3354,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32730,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3355,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32730,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3356,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32731,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3357,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32731,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3358,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,29,32731,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3359,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,29,32731,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,57855,443,332651349,171139780,5,0,,1021,Not Applicable,48063,0,[]
3360,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32732,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59194,389,2161085022,1679195210,5,0,FA,1025,Not Applicable,5964,0,[]
3361,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22056,A,0,127,6,36470,[],10.10.1.20,10.10.2.10,TCP,389,59194,1679195210,2161085023,5,0,A,8211,Not Applicable,42048,0,[]
3362,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22057,RA,0,127,6,36469,[],10.10.1.20,10.10.2.10,TCP,389,59194,1679195210,2161085023,5,0,RA,0,Not Applicable,50255,0,[]
3363,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,117,45805,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,60310,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,97,6034,Not Applicable,Not Applicable
3364,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,193,34926,Not Applicable,0,127,17,39838,[],10.10.1.2,10.10.2.10,TCP,53,60310,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,173,19729,Not Applicable,Not Applicable
3365,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,86,45806,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,51541,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,66,6003,Not Applicable,Not Applicable
3366,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,162,34927,Not Applicable,0,127,17,39868,[],10.10.1.2,10.10.2.10,TCP,53,51541,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,142,26076,Not Applicable,Not Applicable
3367,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,293,45807,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,51542,389,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,273,6210,Not Applicable,Not Applicable
3368,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,213,34928,Not Applicable,0,127,17,39816,[],10.10.1.2,10.10.2.10,TCP,389,51542,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,193,24877,Not Applicable,Not Applicable
3369,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32733,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085997116,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
3370,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,22058,SA,0,127,6,36456,[],10.10.1.20,10.10.2.10,TCP,389,59195,2928513902,3085997117,8,0,SA,65535,Not Applicable,57571,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
3371,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32734,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085997117,2928513903,5,0,A,8212,Not Applicable,5964,0,[]
3372,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,32735,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085997117,2928513903,5,0,PA,8212,Not Applicable,5944,0,[]
3373,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,29,32737,,0,255,1,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085997117,2928513903,5,0,,8212,Not Applicable,5944,0,[]
3374,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22059,A,0,127,6,36467,[],10.10.1.20,10.10.2.10,TCP,389,59195,2928513903,3085998988,5,0,A,8212,Not Applicable,64083,0,[]
3375,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,22060,PA,0,127,6,36254,[],10.10.1.20,10.10.2.10,TCP,389,59195,2928513903,3085998988,5,0,PA,8212,Not Applicable,28496,0,[]
3376,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,22061,PA,0,127,6,36253,[],10.10.1.20,10.10.2.10,TCP,389,59195,2928513903,3085998988,5,0,PA,8212,Not Applicable,28496,0,[]
3377,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32738,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085998988,2928514115,8,0,A,8211,Not Applicable,5976,0,"[('NOP', None), ('NOP', None), ('SAck', (2928513903, 2928514115))]"
3378,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32738,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085998988,2928514115,8,0,A,8211,Not Applicable,5976,0,"[('NOP', None), ('NOP', None), ('SAck', (2928513903, 2928514115))]"
3379,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32739,RA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59195,389,3085998988,2928514115,5,0,RA,0,Not Applicable,5964,0,[]
3380,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,34666,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658124179,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
3381,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17547,A,0,63,6,57343,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658124327,5,0,A,10033,Not Applicable,60199,0,[]
3382,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,34667,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658124327,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
3383,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17548,A,0,63,6,57342,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658124502,5,0,A,10033,Not Applicable,60024,0,[]
3384,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,34668,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658124502,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
3385,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17549,A,0,63,6,57341,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658124537,5,0,A,10033,Not Applicable,59989,0,[]
3386,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,1242,34669,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658124537,3797762870,5,0,PA,8195,Not Applicable,7186,0,[]
3387,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,17550,A,0,63,6,57340,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658125739,5,0,A,10033,Not Applicable,58787,0,[]
3388,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,17550,A,0,63,6,57340,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658125739,5,0,A,10033,Not Applicable,58787,0,[]
3389,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,17550,A,0,63,6,57340,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658125739,5,0,A,10033,Not Applicable,58787,0,[]
3390,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,17550,A,0,63,6,57340,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658125739,5,0,A,10033,Not Applicable,58787,0,[]
3391,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,34670,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658125739,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
